Cohort ID,Likelihood Weights,Mortality Prob
64,2.4983144054930732e-31,0.05499534589460872
65,0.021262581284531068,0.10358964059155115
66,0.00044836723678288033,0.11637946452197888
67,0.0283218970011179,0.10148891120583085
68,1.8394473913317125e-05,0.14445947559908134
69,0.014175765480811519,0.10865550405019929
70,0.00010676745224689834,0.14034019152878835
71,9.899287140494196e-16,0.06374747041462375
72,1.346843584167187e-14,0.06392763472507586
73,0.00023796551355725266,0.13073912887095238
74,0.007349786639276501,0.08976768369855335
75,4.035826636056744e-10,0.06653541971169327
76,1.3676991012104081e-06,0.14275085803960338
77,0.010400242919255807,0.08477658597455065
78,0.002987325737523616,0.12508121031361555
79,0.0004448593858074751,0.12259979853504514
80,0.00011786900035235514,0.13833060912058098
81,0.006007624116096565,0.11236722070556088
82,0.0020786532330256883,0.12509424340273373
83,0.03005171266035737,0.08488983419778426
84,0.00010112348080783348,0.07699278917650261
85,1.936437803045583e-05,0.13958862181960668
86,0.012254922171460661,0.09280911898712949
87,6.940581697360091e-07,0.14648400471483855
88,0.0030051187674377325,0.1163441497818448
89,0.003704247771060484,0.11216957202091218
90,1.9763614071575723e-12,0.061474597295337524
91,1.5681705942469035e-07,0.14494892587070712
92,0.03692182657827958,0.09499121334799404
93,0.009251484565538298,0.10783896143871317
94,0.01811476116256181,0.09081368027612811
95,3.6866990290843496e-09,0.07370269802430277
96,8.245219683378026e-06,0.14033795205622537
97,0.010007916063405937,0.10736794866722858
98,3.444770780045812e-35,0.0502870327031159
99,0.000507927433604917,0.11171449136207239
100,0.0002078797288562705,0.08266449017720962
101,0.017882875920553112,0.10270581022576092
102,1.936437803045583e-05,0.13859420993107746
103,0.002600950847127097,0.08572697600024998
104,2.8170910474630398e-05,0.1408535150919799
105,0.01375927172513697,0.11233601157918027
106,1.0030099413080412e-34,0.05158212428465563
107,1.8206023173343474e-05,0.1429437233743761
108,0.002648916657736601,0.11908969175169239
109,1.0632256565309448e-06,0.14973228504514804
110,4.152206367090005e-14,0.06723405083453285
111,7.626484547910079e-13,0.06371357496288778
112,9.900673018086172e-06,0.14325954630371635
113,0.0005832005869300678,0.11968181614899001
114,1.6467959014178204e-27,0.05660001727220625
115,0.0005158439968640196,0.12554630526024663
116,0.0005238694016883056,0.12538761884612465
117,2.5359836199393597e-07,0.14230245355464832
118,0.009794008072210252,0.12115247586284718
119,1.85164788557217e-14,0.062427096197216474
120,1.1840954925669688e-25,0.05198801338397956
121,8.263412700551977e-35,0.05262109868777193
122,4.1730739720639175e-33,0.052830648802079466
123,1.8776856525219367e-05,0.07462110676030459
124,0.00015779495140352793,0.1360027948682888
125,0.02922623133546453,0.10388310643416529
126,0.0028140134674853887,0.1052821978685766
127,4.2538530476254285e-06,0.13420308923596058
128,1.1436135801734522e-12,0.062417331511991116
129,0.004331626007806324,0.07791836790111395
130,0.018347615343806516,0.10857592714582878
131,4.206299630545221e-06,0.14695957483196745
132,0.026336168537849085,0.106103021925571
133,5.914496227561209e-42,0.051864728937294304
134,0.0002608698484027083,0.1300632672680616
135,3.5105388068320507e-06,0.07329742738410204
136,0.00024814189233284093,0.1307105195618779
137,0.013298261471889866,0.08878606440641718
138,4.3453578460339076e-05,0.13635418545594286
139,0.0010865041898273167,0.12471216427371846
140,0.03589791256049024,0.1056240233990419
141,1.325083087163855e-16,0.06364552256606851
142,2.0642986988666527e-20,0.05599176895122117
143,1.0232657192148453e-16,0.06213434557407374
144,3.485038327926194e-22,0.05445518785447617
145,8.243492332530337e-17,0.06074941291060929
146,4.3017330489558097e-10,0.07257093386078547
147,0.00016197496785382088,0.12129889803826767
148,0.011491654138750642,0.10597169820541424
149,2.8315858832222935e-45,0.05125559801591159
150,9.249533566268348e-26,0.05719742796894868
151,5.3185707197264235e-06,0.1467276330000272
152,0.015515831863811351,0.10681004619199422
153,8.399809155980711e-08,0.07032932346609905
154,1.076126824938593e-06,0.07523257445703234
155,0.00215912796836187,0.1243825854075093
156,3.3843764806972673e-10,0.06954294811093188
157,0.02441498077427635,0.10813589272732577
158,1.8830694755305887e-07,0.14700199890883123
159,2.019128432390674e-06,0.13468288014900354
160,3.4721852978854885e-09,0.07398477591475862
161,0.023141450716537972,0.09937697142687299
162,0.006285791678591164,0.11199557183813796
163,3.904060559838159e-05,0.13289808995501787
164,1.755153106635178e-18,0.06567913946460843
165,4.0522510414374266e-35,0.05185762021774096
166,8.678972622114604e-13,0.05700221437192224
167,0.014492162910795229,0.09863451109370318
168,0.026217243056147057,0.11063294616533303
169,0.010711823718124657,0.10688514370864813
170,0.0026650640329222404,0.08173624093221607
171,3.765912695240484e-07,0.14886161544124488
172,0.014651626971326158,0.10797452192457968
173,0.018698626531444648,0.08801411726235504
174,0.02350572304043715,0.10509482191178968
175,0.0008965187822082448,0.1245334430906502
176,0.0023423302954467475,0.11692328934531845
177,6.767878072624796e-08,0.07649195576628094
178,4.375314016701423e-22,0.05663348344284416
179,0.00888748809469876,0.08700841979141063
180,0.008967554002419817,0.11297175070215644
181,2.8125566351015195e-09,0.07101740099148396
182,0.0002150601598754153,0.12527555537388138
183,2.6462554695980783e-21,0.056653648135411495
184,2.26871764745281e-06,0.07603150985785409
185,4.5169727504285594e-05,0.13047545637433455
186,1.3685530336823307e-11,0.06934342826233278
187,0.006970713493087109,0.11394608808799402
188,0.02573973926635803,0.10246703091237336
189,1.9267835564543485e-06,0.14248079703993505
190,7.26192393327709e-05,0.0763296770487111
191,2.0150086956976807e-20,0.05659610906840238
192,0.0021455395775974886,0.12350659632886694
193,0.0019251464974180813,0.12721780295432467
194,1.9564004068567536e-05,0.1407815852503524
195,2.0358479354820586e-07,0.14319720691968374
196,1.1740276298950853e-32,0.0513951572975597
197,1.1991399747824791e-06,0.07343620861214205
198,0.01811476116256186,0.11167783570016576
199,4.70529995870998e-06,0.14490163206876164
